name,price,change
ATGL,604.35,-0.23
SAIL,136.54,-0.28
AMBUJACEM,548.45,-0.28
JIOFIN,307.1,-0.29
PERSISTENT,6395.5,-0.3
IGL,198.62,-0.31
MAZDOCK,2688.2,-0.31
KEI,4119.6,-0.33
MRF,153940.0,-0.36
HEROMOTOCO,6114.0,-0.37
BEL,413.7,-0.39
YESBANK,22.84,-0.39
PATANJALI,567.4,-0.39
VOLTAS,1381.2,-0.42
HYUNDAI,2297.0,-0.42
BLUESTARCO,1768.0,-0.44
DIXON,14756.0,-0.47
BRITANNIA,5852.5,-0.48
ZYDUSLIFE,936.05,-0.48
IREDA,143.65,-0.48
NHPC,77.04,-0.5
VMM,134.32,-0.5
MFSL,1727.9,-0.51
HAVELLS,1432.5,-0.51
TATACONSUM,1179.2,-0.51
JINDALSTEL,1037.0,-0.52
FEDERALBNK,255.02,-0.53
APLAPOLLO,1723.6,-0.53
ADANIGREEN,1028.9,-0.53
TECHM,1512.3,-0.53
RELIANCE,1561.3,-0.55
TVSMOTOR,3519.2,-0.55
BHARTIARTL,2115.1,-0.55
INDUSTOWER,403.35,-0.55
DMART,3996.5,-0.56
TORNTPHARM,3734.1,-0.58
GODREJPROP,2102.0,-0.59
DLF,726.45,-0.59
SBIN,978.05,-0.59
OFSS,8128.5,-0.6
GAIL,184.05,-0.6
HINDPETRO,463.45,-0.6
WIPRO,248.66,-0.61
TRENT,4266.0,-0.62
JSWENERGY,484.25,-0.62
DIVISLAB,6469.5,-0.62
GRASIM,2726.6,-0.63
NESTLEIND,1268.6,-0.64
SUZLON,55.22,-0.65
APOLLOHOSP,7344.5,-0.66
ACC,1871.7,-0.68
UNIONBANK,154.33,-0.69
UNITDSPR,1449.3,-0.7
PIDILITIND,1474.0,-0.7
TATAELXSI,5192.0,-0.72
BANKINDIA,147.76,-0.73
ULTRACEMCO,11671.0,-0.75
GODREJCP,1145.5,-0.75
MARUTI,16030.0,-0.78
BPCL,364.7,-0.8
HAL,4481.4,-0.81
SIEMENS,3292.0,-0.81
PHOENIXLTD,1737.1,-0.83
CONCOR,514.25,-0.84
NAUKRI,1330.2,-0.84
MANKIND,2239.8,-0.85
SHREECEM,26705.0,-0.85
BOSCHLTD,36170.0,-0.86
LICHSGFIN,551.0,-0.86
TATASTEEL,168.17,-0.88
COLPAL,2165.0,-0.92
SOLARINDS,13330.0,-0.97
AUBANK,944.45,-0.98
TCS,3131.7,-0.99
JSWSTEEL,1143.0,-0.99
SBILIFE,2007.6,-1.06
BAJAJ-AUTO,9066.0,-1.07
TATATECH,675.85,-1.09
ALKEM,5708.5,-1.12
KALYANKJIL,491.95,-1.13
FORTIS,922.0,-1.17
POLYCAB,7450.5,-1.17
POWERINDIA,21937.0,-1.2
ADANIENT,2286.7,-1.22
BHARTIHEXA,1757.0,-1.23
ICICIGI,1985.6,-1.23
HDFCLIFE,777.75,-1.24
CGPOWER,679.8,-1.25
IOC,163.5,-1.26
TIINDIA,2842.6,-1.32
OIL,417.5,-1.34
SUPREMEIND,3417.5,-1.34
ONGC,244.15,-1.43
SWIGGY,386.4,-1.53
MARICO,722.7,-1.55
ETERNAL,301.9,-1.61
WAAREEENER,3231.8,-1.66
INDIANB,868.55,-2.05
EICHERMOT,7021.0,-2.47
BAJAJHLDNG,11370.0,-3.1
MOTILALOFS,923.5,-3.77
